SRR number	Sample type
ERR4450737	WTTP sludge
ERR4450738	WTTP sludge
ERR4450739	WTTP sludge
ERR4450740	WTTP sludge
ERR4450741	WTTP sludge
ERR4450742	WTTP sludge
ERR4450743	WTTP sludge
ERR4450744	WTTP sludge
ERR4450745	WTTP sludge
ERR4450746	WTTP sludge
ERR4450747	WTTP sludge
ERR4450748	WTTP sludge
ERR4450749	WTTP sludge
ERR4450750	WTTP sludge
ERR4450751	WTTP sludge
ERR4450752	WTTP sludge
ERR4450753	WTTP sludge
ERR4450754	WTTP sludge
ERR4450755	WTTP sludge
ERR4450756	WTTP sludge
ERR4450757	WTTP sludge
ERR4450758	WTTP sludge
ERR4450759	WTTP sludge
ERR4450760	WTTP sludge
ERR4450761	WTTP sludge
ERR4450762	WTTP sludge
ERR4450763	WTTP sludge
ERR4450764	WTTP sludge
ERR4450765	WTTP sludge
SRR14610228	WTTP sludge
SRR14610229	WTTP sludge
SRR14610230	WTTP sludge
SRR14610231	WTTP sludge
SRR14610232	WTTP sludge
SRR14610233	WTTP sludge
SRR14610234	WTTP sludge
SRR14610235	WTTP sludge
SRR14610236	WTTP sludge
SRR14610237	WTTP sludge
SRR14610238	WTTP sludge
SRR14610239	WTTP sludge
SRR14610240	WTTP sludge
SRR14610241	WTTP sludge
SRR14610242	WTTP sludge
SRR14610243	WTTP sludge
SRR14610244	WTTP sludge
SRR14610245	WTTP sludge
SRR14610246	WTTP sludge
SRR14610247	WTTP sludge
SRR14610248	WTTP sludge
SRR14610249	WTTP sludge
SRR14610250	WTTP sludge
SRR14610251	WTTP sludge
SRR14520559	WTTP sludge
SRR14520560	WTTP sludge
SRR14493003	wastewater
SRR14493004	wastewater
SRR14493005	wastewater
SRR14493006	wastewater
SRR14493007	wastewater
SRR14493008	wastewater
SRR14493009	wastewater
SRR14493010	wastewater
SRR14493014	wastewater
SRR14493015	wastewater
SRR14302170	WTTP sludge
SRR14302171	WTTP sludge
SRR14302172	WTTP sludge
SRR14302173	WTTP sludge
SRR14302174	WTTP sludge
SRR14302175	WTTP sludge
SRR14149863	WTTP sludge
SRR13994829	WTTP sludge
SRR13994830	WTTP sludge
SRR13994831	WTTP sludge
SRR13994832	WTTP sludge
SRR13994250	WTTP sludge
SRR13988012	WTTP sludge
SRR13983640	WTTP sludge
SRR13983641	WTTP sludge
ERR4982100	WTTP sludge
ERR4976692	WTTP sludge
SRR13729897	WTTP sludge
SRR13729898	WTTP sludge
SRR13503358	WTTP sludge
SRR13503359	WTTP sludge
SRR21201104	river water
SRR21201105	river water
SRR21201106	river water
SRR21201107	river water
SRR21201108	river water
SRR21201109	river water
SRR21201110	river water
SRR21201111	river water
SRR21201112	river water
SRR21201113	river water
SRR21201114	river water
SRR21201115	river water
SRR21201116	river water
SRR21201117	river water
SRR21201118	river water
SRR21201119	river water
SRR21201120	river water
SRR21201121	river water
SRR21201122	river water
SRR21201123	river water
SRR21201124	river water
SRR21201125	river water
SRR21201126	river water
SRR21201127	river water
SRR21201128	river water
SRR21201129	river water
SRR21201130	river water
SRR21201131	river water
SRR21201132	river water
SRR21201133	river water
SRR21201134	river water
SRR21201135	river water
SRR20074254	river water
SRR20074255	river water
SRR20074256	river water
SRR20074257	river water
SRR20074265	river water
SRR20074276	river water
SRR20074287	river water
SRR20074297	river water
SRR20074298	river water
SRR20074299	river water
SRR20074300	river water
SRR20074301	river water
SRR20074302	river water
SRR20074303	river water
SRR20074304	river water
SRR20074305	river water
SRR20074306	river water
SRR20074307	river water
SRR20074308	river water
SRR20074309	river water
SRR20074310	river water
SRR18497784	river water
SRR18106142	river water
SRR17961184	river water
ERR7929537	river water
ERR7929666	river water
ERR7929570	river water
ERR7929567	river water
ERR7929557	river water
ERR7929542	river water
SRR17562752	river water
SRR17562722	river water
SRR17562724	river water
SRR17562727	river water
SRR17562729	river water
SRR17562731	river water
SRR17562733	river water
SRR17562735	river water
SRR17562736	river water
SRR17562738	river water
SRR17562740	river water
SRR17562742	river water
SRR17562744	river water
SRR17562746	river water
SRR17562748	river water
SRR17562750	river water
SRR17542730	river water
ERR3943985	river water
ERR3943986	river water
ERR3943987	river water
ERR3943988	river water
ERR3929374	river water
ERR3929375	river water
ERR3929376	river water
ERR3929377	river water
SRR16282452	aquaculture
SRR16282453	aquaculture
SRR16282455	aquaculture
SRR16282459	aquaculture
SRR16282460	aquaculture
SRR16282462	aquaculture
SRR16282466	aquaculture
SRR16282467	aquaculture
SRR16282468	aquaculture
SRR16282469	aquaculture
SRR15458562	river water
SRR15458563	river water
SRR15458564	river water
SRR15458565	river water
SRR15458566	river water
SRR15458567	river water
SRR15458568	river water
SRR15458569	river water
SRR15458570	river water
SRR15458571	river water
SRR15458572	river water
SRR15458573	river water
SRR15458574	river water
SRR15458575	river water
SRR15458576	river water
SRR15458577	river water
SRR15213101	river water
SRR14906796	river water
SRR14906797	river water
SRR14906798	river water
SRR14906799	river water
SRR14906800	river water
SRR14906801	river water
SRR14906802	river water
SRR14906803	river water
SRR14906804	river water
SRR14906805	river water
SRR14906806	river water
SRR14906807	river water
SRR14576896	lake water
SRR14576897	lake water
SRR14576898	lake water
SRR14576899	lake water
SRR14576900	lake water
SRR14576901	lake water
SRR14576902	lake water
SRR14576903	lake water
SRR14576904	lake water
SRR14576905	lake water
SRR14576906	lake water
SRR14576907	lake water
SRR14576908	lake water
SRR14576909	lake water
SRR14576910	lake water
SRR14576911	lake water
SRR14576912	lake water
SRR14576913	lake water
SRR14576914	lake water
SRR14576915	lake water
SRR14576916	lake water
SRR14576917	lake water
SRR14576918	lake water
SRR14576919	lake water
SRR14576920	lake water
SRR14576921	lake water
SRR14576922	lake water
SRR14576923	lake water
SRR14576924	lake water
SRR14576925	lake water
SRR14576926	lake water
SRR14576927	lake water
SRR14576928	lake water
SRR14576929	lake water
SRR14576930	lake water
SRR14576931	lake water
ERR5439978	river water
SRR14368435	river water
SRR14368436	river water
SRR14368437	river water
SRR14368438	river water
SRR14368439	river water
SRR14368440	river water
SRR14368441	river water
SRR14368442	river water
SRR14368443	river water
SRR14368444	river water
SRR14368445	river water
SRR14368446	river water
SRR14368447	river water
SRR14061752	river water
SRR14061753	river water
SRR14061754	river water
SRR13827115	lake water
SRR13827116	lake water
SRR13827117	lake water
SRR13827118	lake water
SRR13827119	lake water
SRR13827120	lake water
SRR13827121	lake water
SRR13827122	lake water
SRR13827123	lake water
SRR13827124	lake water
SRR13827125	lake water
SRR13827126	lake water
SRR13827127	lake water
SRR13827128	lake water
SRR13827129	lake water
SRR13827130	lake water
SRR13639656	river water
SRR13639657	river water
SRR13639658	river water
SRR13349944	river water
SRR13349945	river water
SRR13239248	river water
SRR13239249	river water
SRR13239250	river water
SRR13239251	river water
SRR13239252	river water
SRR13239253	river water
SRR13058089	river water
SRR13058090	river water
SRR13058093	river water
SRR13058094	river water
SRR13058095	river water
SRR13058096	river water
SRR13058097	river water
SRR13058109	river water
SRR13058110	river water
SRR13058111	river water
SRR12825405	river water
SRR12825406	river water
SRR12825407	river water
SRR12825408	river water
SRR12825409	river water
SRR12825410	river water
SRR12825412	river water
SRR12825413	river water
SRR12825414	river water
SRR12274735	river water
SRR12274736	river water
SRR12274737	river water
SRR12274738	river water
SRR12274739	river water
SRR12274740	river water
SRR12274741	river water
SRR12274742	river water
SRR12274743	river water
SRR12274744	river water
SRR12274745	river water
SRR12274746	river water
SRR12274747	river water
SRR12274748	river water
SRR12274749	river water
SRR12274750	river water
SRR12274751	river water
SRR12274752	river water
SRR12274753	river water
SRR12197218	river water
SRR12197220	river water
SRR12197221	river water
SRR12197222	river water
SRR12197223	river water
SRR12197224	river water
SRR12197225	river water
SRR12197226	river water
SRR12197227	river water
SRR12197228	river water
SRR12197229	river water
SRR12197230	river water
SRR12197231	river water
SRR12197232	river water
SRR12197233	river water
SRR12197234	river water
SRR12197235	river water
SRR12197236	river water
SRR12197237	river water
SRR12197238	river water
SRR12197239	river water
SRR12197240	river water
SRR12197241	river water
SRR12197242	river water
SRR12197243	river water
SRR12197244	river water
SRR12197245	river water
SRR12197246	river water
SRR12197247	river water
SRR12197248	river water
SRR12197249	river water
SRR12197250	river water
SRR12197251	river water
SRR12197252	river water
SRR12197253	river water
SRR12197254	river water
SRR12197255	river water
SRR12197256	river water
SRR12197257	river water
SRR12197258	river water
SRR12197259	river water
SRR12197260	river water
SRR12197261	river water
SRR12197262	river water
SRR12197263	river water
SRR12197264	river water
SRR12197265	river water
SRR12197266	river water
SRR12197267	river water
SRR12197268	river water
SRR12197269	river water
SRR12197270	river water
SRR12197271	river water
SRR12197272	river water
SRR12197273	river water
SRR12197274	river water
SRR12197275	river water
SRR12197276	river water
SRR12197277	river water
SRR12197278	river water
SRR11803495	river water
SRR11803496	river water
SRR11803497	river water
SRR11803498	river water
SRR11803499	river water
SRR11803500	river water
SRR11803501	river water
SRR11803502	river water
SRR11803503	river water
SRR11803504	river water
SRR11803505	river water
SRR11803377	river water
SRR11803378	river water
SRR11803379	river water
SRR11803380	river water
SRR11536955	river water
SRR11536956	river water
SRR11149787	river water
SRR11088374	wastewater
SRR11088375	wastewater
SRR11088398	wastewater
SRR11088399	wastewater
SRR11088411	wastewater
SRR11088417	wastewater
SRR11088418	wastewater
SRR11088422	wastewater
SRR11088436	wastewater
SRR11088437	wastewater
SRR11088454	wastewater
SRR11088456	wastewater
SRR11088476	wastewater
SRR11088477	wastewater
SRR10571205	river water
SRR10571206	river water
SRR10571207	river water
SRR10571208	river water
SRR10571209	river water
SRR10571210	river water
SRR10571211	river water
SRR10571212	river water
SRR10571213	river water
SRR10571214	river water
SRR10571254	river water
SRR10571255	river water
SRR10571256	river water
SRR10571257	river water
SRR10131203	river water
SRR9275566	river water
SRR9275567	river water
SRR9275568	river water
SRR9275569	river water
SRR10036018	river water
SRR10036019	river water
SRR10036020	river water
SRR10036021	river water
SRR10036022	river water
SRR10036023	river water
SRR10036024	river water
SRR10036025	river water
SRR10036026	river water
SRR10036027	river water
SRR10036028	river water
SRR10036029	river water
SRR10036030	river water
SRR10036031	river water
SRR10036032	river water
SRR10036033	river water
SRR10036034	river water
SRR10036035	river water
SRR10036036	river water
SRR10036037	river water
SRR10036038	river water
SRR10036039	river water
SRR10036040	river water
SRR10036041	river water
SRR10036042	river water
SRR10036043	river water
SRR10036044	river water
SRR10036045	river water
SRR10036046	river water
SRR10036047	river water
SRR10036048	river water
SRR10036049	river water
SRR10036050	river water
SRR10036051	river water
SRR10036052	river water
SRR10036053	river water
SRR10036054	river water
SRR10036055	river water
SRR10036056	river water
SRR10036057	river water
SRR10036058	river water
SRR10036059	river water
SRR10036060	river water
SRR10036061	river water
SRR10036062	river water
SRR10036063	river water
SRR10036064	river water
SRR10036065	river water
SRR10036066	river water
SRR10036067	river water
SRR10036068	river water
SRR10036069	river water
SRR10036070	river water
SRR10036071	river water
SRR10036072	river water
SRR10036073	river water
SRR10036074	river water
SRR10036075	river water
SRR10036076	river water
SRR10036077	river water
SRR10036078	river water
SRR10036079	river water
SRR10036080	river water
SRR10036081	river water
SRR10036082	river water
SRR10036083	river water
SRR10036084	river water
SRR10036085	river water
SRR10036086	river water
SRR10036087	river water
SRR10036088	river water
SRR10036089	river water
SRR10036090	river water
SRR10036091	river water
SRR9061263	river water
SRR9061264	river water
SRR9061265	river water
SRR9061266	river water
SRR9061267	river water
SRR9061268	river water
SRR9061269	river water
SRR9061270	river water
SRR9061271	river water
SRR9061272	river water
SRR9061273	river water
SRR9061274	river water
SRR9061275	river water
SRR9061276	river water
SRR9061277	river water
SRR9061278	river water
SRR9061279	river water
SRR9061280	river water
SRR9061281	river water
SRR9061282	river water
SRR9061283	river water
SRR9061284	river water
SRR9061285	river water
SRR9061286	river water
SRR9061287	river water
SRR9061288	river water
SRR9061289	river water
SRR9061290	river water
SRR9061291	river water
SRR9061292	river water
SRR9061293	river water
SRR9061294	river water
SRR9061295	river water
SRR9061296	river water
SRR9061297	river water
SRR9061298	river water
SRR9061299	river water
SRR9061300	river water
SRR9061301	river water
SRR9061302	river water
SRR9061303	river water
SRR9061304	river water
SRR9061305	river water
SRR9061306	river water
SRR9061307	river water
SRR9061308	river water
SRR9061309	river water
SRR9061310	river water
SRR9061311	river water
SRR9061312	river water
SRR9061313	river water
SRR9061314	river water
SRR9061315	river water
SRR9061316	river water
SRR9061317	river water
SRR9061318	river water
SRR9061319	river water
SRR9061320	river water
SRR9061321	river water
SRR9061322	river water
SRR9061323	river water
SRR9061324	river water
SRR9061325	river water
SRR9061326	river water
SRR9061327	river water
SRR9061328	river water
SRR9061329	river water
SRR9061330	river water
SRR9061331	river water
SRR9061332	river water
SRR9061333	river water
SRR9061334	river water
SRR9061335	river water
SRR9061336	river water
SRR9061337	river water
SRR9061338	river water
SRR9061339	river water
SRR9061340	river water
SRR9061341	river water
SRR9061342	river water
SRR9061343	river water
SRR9061344	river water
SRR9061345	river water
SRR9061346	river water
SRR9061347	river water
SRR9061348	river water
SRR9061349	river water
SRR9061350	river water
SRR9061351	river water
SRR9061352	river water
SRR9061353	river water
SRR9061354	river water
SRR9061355	river water
SRR9061356	river water
SRR9061357	river water
SRR9061358	river water
SRR9061359	river water
SRR9061360	river water
SRR9061361	river water
SRR9061362	river water
SRR9061363	river water
SRR9061364	river water
SRR9061365	river water
SRR9061366	river water
SRR9061367	river water
SRR9061368	river water
SRR9061369	river water
SRR9061370	river water
SRR9061371	river water
SRR9061372	river water
SRR9061373	river water
SRR9061374	river water
SRR9061375	river water
SRR9061376	river water
SRR8942237	river water
SRR8942238	river water
SRR8942239	river water
SRR8942240	river water
SRR8942241	river water
SRR8942242	river water
SRR8942243	river water
SRR8942244	river water
SRR8942245	river water
SRR8942246	river water
SRR8942247	river water
SRR8942248	river water
SRR8942249	river water
SRR8942250	river water
SRR8942251	river water
SRR8942252	river water
SRR8942253	river water
SRR8942254	river water
SRR8942255	river water
SRR8942256	river water
SRR8942257	river water
SRR8942258	river water
SRR8942259	river water
SRR8942260	river water
SRR8942261	river water
SRR8942262	river water
SRR8942263	river water
SRR8942264	river water
SRR8942265	river water
SRR8942266	river water
SRR8942298	river water
SRR8942301	river water
SRR8942302	river water
SRR8942303	river water
SRR8942304	river water
SRR8942307	river water
SRR8942308	river water
SRR8942309	river water
SRR8942310	river water
SRR8942311	river water
SRR8942312	river water
SRR8942313	river water
SRR8942314	river water
SRR8942315	river water
SRR8942316	river water
SRR8870486	river water
SRR8870488	river water
SRR8584353	river water
SRR8584354	river water
SRR8584355	wastewater
SRR8584356	river water
SRR8584357	river water
SRR8584358	wastewater
SRR8437626	river water
SRR8437629	river water
SRR8437630	river water
SRR8369886	river water
SRR8369887	river water
ERR2346693	river water
ERR2345104	river water
ERR2338392	river water
SRR7754184	river water
SRR7754185	river water
SRR7754186	river water
SRR7754187	river water
SRR7754188	river water
SRR7754189	river water
SRR7754190	river water
SRR7754191	river water
SRR7754192	river water
SRR7754193	river water
SRR7754194	river water
SRR7754195	river water
SRR7754196	river water
SRR7754197	river water
SRR7754198	river water
SRR7754199	river water
SRR7754200	river water
SRR7754201	river water
SRR7754202	lake water
SRR7754203	lake water
SRR7686822	river water
SRR7686823	river water
SRR7686824	river water
SRR7686964	river water
SRR7686850	river water
SRR7042822	river water
SRR6466468	river water
SRR6466469	river water
SRR6466470	river water
SRR6466471	river water
SRR6410602	river water
SRR4000976	river water
SRR4000971	river water
SRR1522971	lake water
SRR1522964	lake water
SRR1522973	lake water
SRR1522974	lake water
SRR1518285	river water
SRR1515032	river water
SRR1514963	river water
SRR6231131	wastewater
SRR6231148	wastewater
SRR6231149	wastewater
SRR6231134	wastewater
SRR6231135	wastewater
SRR6231136	wastewater
SRR6231137	wastewater
SRR6231138	wastewater
SRR6231139	wastewater
SRR6231140	wastewater
SRR6231141	wastewater
SRR6231152	river water
SRR6231157	river water
SRR6231158	river water
SRR6231159	river water
SRR6231174	river water
SRR6231161	river water
SRR6231164	river water
SRR6231165	river water
SRR6231166	river water
SRR6231181	river water
SRR6231186	river water
SRR6231189	river water
SRR6231197	river water
SRR6231198	river water
SRR6231202	river water
SRR6231205	river water
SRR6231206	river water
SRR6231207	river water
SRR6231212	river water
SRR6231215	river water
SRR6231216	river water
SRR6231217	river water
SRR6231218	river water
SRR6231220	river water
SRR6231221	river water
SRR5574343	agriculture
ERR1750013	lake water
SRR5123271	river water
SRR5123272	river water
SRR5123273	river water
SRR5123274	river water
SRR5123275	river water
SRR5123276	river water
SRR5123277	river water
ERR1474558	river water
ERR1474559	river water
ERR1474560	river water
ERR1474561	river water
ERR1474562	river water
ERR1474563	river water
SRR3476747	river water
SRR3098756	river water
SRR3098779	river water
SRR3098776	river water
SRR3098775	river water
SRR3098772	river water
SRR3098769	river water
SRR3098767	river water
SRR3098764	river water
SRR3098759	river water
SRR2556883	river water
SRR2556884	river water
ERR864071	river water
SRR2016482	river water
SRR1169859	river water
SRR1169860	river water
SRR1169861	river water
SRR1169870	river water
SRR1169871	river water
SRR1169873	river water
SRR1169878	river water
SRR1169874	river water
SRR1169882	river water
SRR1169883	river water
SRR1169884	river water
SRR850459	river water
SRR1022353	river water
SRR850211	drinking water
SRR850212	drinking water
SRR847527	river water
SRR835363	river water
SRR850456	river water
SRR21053862	lake water
SRR21053863	lake water
SRR21025699	lake water
SRR21025700	lake water
SRR21025701	lake water
SRR21025702	lake water
DRR333410	lake water
DRR333409	lake water
DRR333408	lake water
DRR333407	lake water
DRR333406	lake water
DRR333405	lake water
DRR333404	lake water
DRR333403	lake water
DRR333402	lake water
DRR333401	lake water
DRR333400	lake water
DRR333399	lake water
DRR333398	lake water
DRR333397	lake water
DRR333396	lake water
DRR333395	lake water
DRR333394	lake water
DRR333393	lake water
DRR333392	lake water
DRR333391	lake water
DRR333390	lake water
DRR333389	lake water
DRR333388	lake water
DRR333387	lake water
DRR333386	lake water
DRR333385	lake water
DRR333384	lake water
DRR333383	lake water
DRR333382	lake water
DRR333381	lake water
DRR333380	lake water
DRR333379	lake water
DRR333378	lake water
DRR333377	lake water
DRR333376	lake water
DRR333375	lake water
DRR333374	lake water
DRR333373	lake water
DRR333372	lake water
DRR333371	lake water
DRR333370	lake water
DRR333369	lake water
DRR333368	lake water
DRR333367	lake water
DRR333366	lake water
DRR333365	lake water
DRR333364	lake water
DRR333363	lake water
ERR5863122	lake water
ERR5863123	lake water
ERR5863124	lake water
ERR5863125	lake water
ERR5863126	lake water
ERR5863127	lake water
ERR5863128	lake water
ERR5863129	lake water
ERR5863122	lake water
ERR5863123	lake water
ERR5863124	lake water
ERR5863125	lake water
ERR5863126	lake water
ERR5863127	lake water
ERR5863128	lake water
ERR5863129	lake water
ERR5863120	lake water
ERR5863121	lake water
ERR5863108	lake water
ERR5863109	lake water
ERR5863110	lake water
ERR5863111	lake water
ERR5863112	lake water
ERR5863113	lake water
ERR5863114	lake water
ERR5863115	lake water
ERR5863116	lake water
ERR5863117	lake water
ERR5863118	lake water
ERR5863100	lake water
ERR5863101	lake water
ERR5863102	lake water
ERR5863103	lake water
ERR5863104	lake water
ERR5863105	lake water
ERR5863106	lake water
ERR3719162	lake water
ERR3719163	lake water
ERR3719164	lake water
ERR3719165	lake water
ERR3719156	lake water
ERR3719157	lake water
ERR3719158	lake water
ERR3719159	lake water
ERR3719160	lake water
ERR3719153	lake water
ERR3719154	lake water
ERR3719145	lake water
ERR3719146	lake water
ERR3719147	lake water
ERR3719148	lake water
ERR3719149	lake water
SRR19786820	lake water
SRR19786821	lake water
SRR19786822	lake water
SRR19786823	lake water
SRR19786824	lake water
SRR19786825	lake water
SRR19786826	lake water
SRR19786827	lake water
SRR19786828	lake water
SRR19786829	lake water
SRR19786830	lake water
SRR19786831	lake water
SRR19786832	lake water
SRR19786833	lake water
SRR19786834	lake water
SRR19786835	lake water
SRR19786836	lake water
SRR19786837	lake water
SRR19786838	lake water
SRR19786839	lake water
SRR19786840	lake water
SRR19786841	lake water
SRR19786842	lake water
SRR19786843	lake water
SRR19786844	lake water
SRR19786845	lake water
SRR19786846	lake water
SRR19786847	lake water
SRR19786848	lake water
SRR19786849	lake water
SRR19497811	lake water
SRR18907907	lake water
SRR18907908	lake water
SRR18907909	lake water
SRR18907910	lake water
SRR18907911	lake water
SRR18907912	lake water
SRR18907913	lake water
SRR18907914	lake water
SRR18907915	lake water
SRR18907916	lake water
SRR18907917	lake water
SRR18609917	river water
SRR13013686	lake water
SRR13013687	lake water
SRR13013688	lake water
SRR13013689	lake water
ERR5527432	lake water
ERR5527433	lake water
ERR5527434	lake water
ERR5527432	lake water
ERR5529218	lake water
ERR5424900	lake water
SRR15669396	lake water
SRR15263996	lake water
SRR15164340	lake water
SRR15164341	lake water
SRR15164342	lake water
SRR15164343	lake water
SRR15164344	lake water
SRR15164345	lake water
SRR15164346	lake water
SRR15164347	lake water
SRR15164348	lake water
SRR15164349	lake water
SRR15164350	lake water
SRR15164351	lake water
SRR15164352	lake water
SRR15114364	lake water
SRR15114365	lake water
SRR15114367	lake water
SRR15114368	lake water
SRR15064818	lake water
SRR14578319	lake water
SRR14578320	lake water
SRR14578321	lake water
SRR14578322	lake water
SRR14578323	lake water
SRR14578324	lake water
SRR14578325	lake water
SRR14578326	lake water
SRR14578327	lake water
SRR14578328	lake water
SRR14578329	lake water
SRR14578330	lake water
SRR14578331	lake water
SRR14578332	lake water
SRR14578333	lake water
SRR14578334	lake water
SRR14578335	lake water
SRR14578336	lake water
SRR14578337	lake water
SRR14578338	lake water
SRR14578339	lake water
SRR14578340	lake water
SRR14578341	lake water
SRR14578342	lake water
SRR14578343	lake water
SRR14578344	lake water
SRR14578345	lake water
SRR14578346	lake water
SRR14578347	lake water
ERR5863202	lake water
ERR5863203	lake water
ERR5863204	lake water
ERR5863205	lake water
ERR5863206	lake water
ERR5863207	lake water
ERR5863208	lake water
SRR14240539	lake water
SRR14240540	lake water
SRR14240541	lake water
SRR14240542	lake water
SRR14240543	lake water
ERR4653568	lake water
ERR4653569	lake water
ERR4653570	lake water
ERR4653571	lake water
ERR4653572	lake water
ERR4653573	lake water
ERR4653574	lake water
ERR4653575	lake water
ERR4653530	lake water
ERR4653531	lake water
ERR4653514	lake water
ERR4653515	lake water
ERR4653522	lake water
SRR13558448	lake water
SRR13558449	lake water
SRR13558450	lake water
SRR13558451	lake water
SRR13558452	lake water
SRR13558453	lake water
SRR13516731	lake water
SRR13516732	lake water
SRR13516733	lake water
SRR13516734	lake water
SRR13516735	lake water
SRR13516736	lake water
SRR13516737	lake water
SRR13516747	lake water
SRR13516748	lake water
SRR13516749	lake water
SRR13516750	lake water
SRR13516751	lake water
SRR13516752	lake water
SRR13516753	lake water
SRR13516754	lake water
SRR13399485	lake water
SRR13399486	lake water
SRR13399487	lake water
SRR13399488	lake water
ERR3856786	lake water
ERR3856787	lake water
ERR3856788	lake water
ERR3856789	lake water
SRR12676966	lake water
SRR12676967	lake water
SRR12676968	lake water
SRR12676969	lake water
SRR12676970	lake water
SRR12676971	lake water
SRR12676972	lake water
SRR12676973	lake water
SRR12676974	lake water
SRR12676975	lake water
SRR12658717	lake water
SRR12658718	lake water
SRR12658719	lake water
SRR12658720	lake water
SRR12658710	lake water
SRR12658722	lake water
SRR12658723	lake water
SRR12485863	lake water
SRR12485864	lake water
SRR12485865	lake water
SRR12462965	lake water
SRR12462966	lake water
SRR12462967	lake water
SRR12462968	lake water
SRR12462969	lake water
SRR12462970	lake water
SRR12462971	lake water
SRR12462972	lake water
SRR12450176	lake water
SRR12449815	lake water
SRR12449796	lake water
SRR12442164	lake water
SRR12442051	lake water
SRR12439184	lake water
SRR12313355	lake water
SRR12313356	lake water
ERR2681671	lake water
ERR2681672	lake water
ERR2681673	lake water
ERR2681674	lake water
ERR2681675	lake water
ERR2681676	lake water
ERR2681669	lake water
ERR2681670	lake water
SRR12053438	lake water
SRR12053439	lake water
SRR12053440	lake water
SRR12053441	lake water
SRR12053442	lake water
SRR12053443	lake water
SRR12042536	lake water
ERR4225396	lake water
ERR4225342	lake water
ERR4223704	lake water
ERR4223705	lake water
ERR4223706	lake water
ERR4223707	lake water
ERR4222602	lake water
ERR4222594	lake water
ERR4222595	lake water
ERR4222588	lake water
ERR4222589	lake water
ERR4222568	lake water
ERR4222569	lake water
ERR4222570	lake water
ERR4222571	lake water
ERR4222572	lake water
ERR4222573	lake water
ERR4222574	lake water
(PRJEB38681)	lake water
SRR11700399	lake water
SRR11700400	lake water
SRR11700401	lake water
SRR11700402	lake water
SRR11700403	lake water
SRR11700404	lake water
SRR11700405	lake water
SRR11700406	lake water
SRR11700407	lake water
SRR11700408	lake water
SRR11700409	lake water
SRR11700410	lake water
SRR11700411	lake water
SRR11700412	lake water
SRR11700413	lake water
SRR11700414	lake water
SRR11700415	lake water
SRR11700416	lake water
SRR11700417	lake water
SRR11700418	lake water
SRR11700419	lake water
SRR11700420	lake water
SRR11700421	lake water
SRR11700422	lake water
SRR11700423	lake water
SRR11700424	lake water
SRR11700425	lake water
SRR11700426	lake water
SRR11700427	lake water
SRR11700428	lake water
SRR11700429	lake water
SRR11700430	lake water
SRR11700431	lake water
SRR11700432	lake water
SRR11700433	lake water
SRR11700434	lake water
SRR11700435	lake water
SRR11700436	lake water
SRR11700437	lake water
SRR11638434	lake water
SRR11638334	lake water
SRR11638223	lake water
SRR11638128	lake water
SRR11638000	lake water
SRR11637992	lake water
SRR11637951	lake water
SRR11647637	lake water
SRR11678154	lake water
SRR11646531	lake water
SRR11646432	lake water
SRR11639925	lake water
SRR11639491	lake water
SRR11638840	lake water
SRR11638770	lake water
SRR11607847	lake water
SRR11607848	lake water
SRR11582169	lake water
ERR3997373	lake water
ERR3997374	lake water
ERR3997375	lake water
ERR3997376	lake water
ERR3997377	lake water
ERR3997378	lake water
ERR4011031	lake water
ERR4011032	lake water
ERR4011033	lake water
ERR4011034	lake water
ERR4011035	lake water
ERR4011036	lake water
ERR4011037	lake water
ERR4011038	lake water
SRR11430612	lake water
SRR11430613	lake water
SRR11430614	lake water
SRR11430615	lake water
SRR11430616	lake water
SRR11430617	lake water
SRR11414071	lake water
SRR11414072	lake water
SRR11414073	lake water
SRR11414074	lake water
SRR11414075	lake water
SRR11414076	lake water
SRR11285470	lake water
SRR11285500	lake water
SRR11285472	lake water
SRR11285473	lake water
SRR11285474	lake water
SRR11285515	lake water
SRR11285593	lake water
SRR11285815	lake water
SRR11285840	lake water
SRR11285841	lake water
SRR11285887	lake water
SRR11286063	lake water
SRR11286066	lake water
SRR11286067	lake water
SRR11069761	lake water
SRR11069762	lake water
SRR11069770	lake water
SRR11069764	lake water
SRR11069765	lake water
SRR10965064	lake water
SRR10955999	lake water
SRR10956001	lake water
SRR10955928	lake water
SRR10955929	lake water
SRR10955857	lake water
SRR10955922	lake water
SRR10955153	lake water
ERR3083899	lake water
ERR3761202	lake water
ERR3761203	lake water
ERR3761204	lake water
ERR3761205	lake water
ERR3761206	lake water
ERR3761207	lake water
ERR3761208	lake water
ERR3761209	lake water
ERR3761210	lake water
ERR3761211	lake water
ERR3761212	lake water
ERR3761213	lake water
ERR3761214	lake water
ERR3761215	lake water
ERR3761216	lake water
ERR3761217	lake water
ERR3761218	lake water
ERR3761219	lake water
ERR3761220	lake water
ERR3761221	lake water
ERR3761222	lake water
ERR3761223	lake water
ERR3761224	lake water
ERR3761225	lake water
ERR3761226	lake water
ERR3761227	lake water
ERR3761228	lake water
ERR3761229	lake water
ERR3761230	lake water
ERR3761231	lake water
ERR3761232	lake water
ERR3761233	lake water
ERR3761234	lake water
ERR3761235	lake water
ERR3761236	lake water
ERR3761237	lake water
ERR3761238	lake water
ERR3761239	lake water
ERR3761240	lake water
ERR3761241	lake water
ERR3761194	lake water
ERR3761195	lake water
ERR3761196	lake water
ERR3761197	lake water
